species,type,lat,lon,basin,year,suitability
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2005,0.9285714285714286
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2006,0.8
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2007,0.8666666666666667
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2008,0.8125
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2009,1
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2010,0.8181818181818182
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2011,1
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2012,0.75
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2013,1
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2014,0.8571428571428571
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2015,0.9090909090909091
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2016,0.75
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2017,1
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2018,0.45454545454545453
Brown Shrimp,weighted,29.53056,-89.90861,Barataria,2019,0.6666666666666666
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,1998,0.7333333333333333
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,1999,0.6875
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2000,0.8
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2001,0.875
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2002,0.8125
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2003,0.9375
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2004,0.8666666666666667
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2005,0.5714285714285714
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2006,0.8
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2007,0.9411764705882353
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2008,0.9333333333333333
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2009,0.7333333333333333
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2010,0.7272727272727273
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2011,1
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2012,1
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2013,0.75
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2014,0.8571428571428571
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2015,0.75
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2016,0.3333333333333333
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2017,0.8333333333333334
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2018,0.8333333333333334
Brown Shrimp,weighted,29.53389,-90.10122,Barataria,2019,0.6666666666666666
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,1998,0.9166666666666666
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,1999,0.9375
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2000,0.7058823529411765
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2001,0.9375
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2002,0.9411764705882353
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2003,0.7894736842105263
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2004,0.8125
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2005,0.9285714285714286
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2006,0.8125
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2007,0.875
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2008,0.8125
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2009,0.875
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2010,0.8181818181818182
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2011,1
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2012,1
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2013,0.75
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2014,0.8571428571428571
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2015,1
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2016,0.9166666666666666
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2017,0.9166666666666666
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2018,0.9166666666666666
Brown Shrimp,weighted,29.55694,-90.01111,Barataria,2019,0.6666666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1986,1
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1987,0.6666666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1988,0.8333333333333334
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1989,0.6666666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1990,0.8888888888888888
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1991,0.7777777777777778
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1992,0.875
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1993,0.6666666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1994,0.8181818181818182
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1995,0.8181818181818182
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1996,0.6666666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1997,0.75
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1998,0.875
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,1999,0.8125
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2000,0.8666666666666667
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2001,1
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2002,0.8
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2003,0.6875
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2004,0.8125
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2005,0.6666666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2006,0.625
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2007,0.8
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2008,0.625
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2009,1
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2010,0.6666666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2011,0.8
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2012,0.7272727272727273
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2013,1
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2014,0.6666666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2015,0.8181818181818182
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2016,0.9166666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2017,0.8333333333333334
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2018,0.6666666666666666
Brown Shrimp,weighted,29.58167,-92.07333,Vermilion-Teche,2019,0.5
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1986,0.75
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1987,0.9090909090909091
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1988,0.75
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1989,0.9
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1990,0.8
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1991,0.8
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1992,0.8888888888888888
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1993,0.8888888888888888
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1994,0.7272727272727273
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1995,0.8181818181818182
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1996,0.7142857142857143
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1997,0.75
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1998,0.875
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,1999,0.875
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2000,0.8666666666666667
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2001,1
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2002,0.8666666666666667
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2003,0.8125
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2004,0.9375
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2005,0.8571428571428571
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2006,0.7
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2007,0.8666666666666667
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2008,0.875
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2009,0.9375
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2010,0.8666666666666667
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2011,0.8181818181818182
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2012,1
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2013,1
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2014,0.8571428571428571
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2015,0.8333333333333334
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2016,0.9166666666666666
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2017,1
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2018,0.7272727272727273
Brown Shrimp,weighted,29.58167,-91.90333,Vermilion-Teche,2019,1
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1986,1
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1987,0.5714285714285714
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1988,0.65
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1989,0.875
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1990,0.7272727272727273
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1991,0.75
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1992,0.6
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1993,0.5625
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1994,0.6875
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1995,0.6666666666666666
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1996,0.625
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1997,0.5625
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1998,0.46153846153846156
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,1999,0.625
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2000,0.8666666666666667
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2001,0.875
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2002,0.75
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2003,0.75
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2004,0.625
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2005,0.6666666666666666
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2006,0.8
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2007,0.875
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2008,0.9375
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2009,0.875
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2010,0.7272727272727273
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2011,1
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2012,1
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2013,1
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2014,0.7142857142857143
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2015,0.9166666666666666
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2016,0.75
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2017,0.75
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2018,0.75
Brown Shrimp,weighted,29.59611,-89.62167,Pontchartrain,2019,0.6666666666666666
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1986,0.75
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1987,0.75
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1988,0.85
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1989,0.9411764705882353
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1990,0.8333333333333334
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1991,0.9090909090909091
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1992,0.6666666666666666
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1993,0.75
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1994,0.75
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1995,0.8
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1996,0.8125
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1997,0.4375
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1998,1
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,1999,0.8666666666666667
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2000,0.8666666666666667
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2001,0.9333333333333333
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2002,0.75
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2003,0.9333333333333333
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2004,0.8125
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2005,0.7272727272727273
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2006,0.9333333333333333
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2007,0.875
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2008,0.9375
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2009,0.875
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2010,0.8181818181818182
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2011,1
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2012,1
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2013,0.75
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2014,0.8571428571428571
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2015,0.75
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2016,0.75
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2017,0.6
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2018,0.4444444444444444
Brown Shrimp,weighted,29.60333,-89.74833,Pontchartrain,2019,0.5
Brown Shrimp,weighted,29.610726,-91.988514,Vermilion-Teche,2019,1
Brown Shrimp,weighted,29.62167,-91.84833,Vermilion-Teche,1986,0.6
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1987,0.625
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1988,0.7727272727272727
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1989,0.75
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1990,0.5833333333333334
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1991,0.5454545454545454
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1992,0.4666666666666667
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1993,0.5
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1994,0.5625
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1995,0.6666666666666666
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1996,0.6875
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1997,0.375
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1998,0.8333333333333334
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,1999,0.6666666666666666
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2000,0.625
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2001,0.8125
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2002,0.75
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2003,0.8
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2004,0.625
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2005,0.7272727272727273
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2006,0.9333333333333333
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2007,0.6875
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2008,0.9375
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2009,0.8125
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2010,0.8181818181818182
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2011,1
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2012,1
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2013,1
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2014,0.8571428571428571
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2015,0.8333333333333334
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2016,1
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2017,0.8333333333333334
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2018,0.5833333333333334
Brown Shrimp,weighted,29.63333,-89.79333,Pontchartrain,2019,1
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,1998,0.9230769230769231
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,1999,0.875
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2000,0.7647058823529411
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2001,0.875
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2002,0.7647058823529411
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2003,0.7368421052631579
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2004,0.8125
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2005,1
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2006,0.875
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2007,0.8125
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2008,0.8571428571428571
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2009,0.5454545454545454
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2010,0.7272727272727273
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2011,0.75
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2012,1
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2013,0.75
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2014,0.7142857142857143
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2015,0.5
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2016,0.5454545454545454
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2017,0.6666666666666666
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2018,0.8333333333333334
Brown Shrimp,weighted,29.64778,-90.13083,Barataria,2019,1
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1986,0.6666666666666666
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1987,0.7142857142857143
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1988,0.8181818181818182
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1989,0.7058823529411765
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1990,0.6666666666666666
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1991,0.8333333333333334
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1992,0.5333333333333333
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1993,0.5333333333333333
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1994,0.4375
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1995,0.8
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1996,0.5625
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1997,0.5625
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1998,0.7692307692307693
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,1999,0.7333333333333333
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2000,0.75
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2001,0.8125
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2002,0.625
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2003,0.75
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2004,0.75
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2005,0.7777777777777778
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2006,0.9333333333333333
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2007,0.8
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2008,0.9375
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2009,0.9375
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2010,0.9
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2011,1
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2012,1
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2013,1
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2014,0.8571428571428571
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2015,0.8333333333333334
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2016,0.5
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2017,0.8181818181818182
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2018,0.75
Brown Shrimp,weighted,29.64833,-89.84,Pontchartrain,2019,0.75
Brown Shrimp,weighted,29.65389,-89.43611,Pontchartrain,2012,1
Brown Shrimp,weighted,29.65389,-89.43611,Pontchartrain,2017,1
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,1998,0.9166666666666666
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,1999,0.9333333333333333
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2000,0.6470588235294118
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2001,0.8125
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2002,0.8235294117647058
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2003,0.7222222222222222
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2004,0.6875
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2005,1
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2006,0.875
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2007,0.8666666666666667
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2008,0.6666666666666666
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2009,0.6363636363636364
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2010,0.6666666666666666
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2011,0.75
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2012,0.5
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2013,1
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2014,0.8571428571428571
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2015,0.75
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2016,0.5833333333333334
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2017,0.6666666666666666
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2018,0.5833333333333334
Brown Shrimp,weighted,29.66858,-90.21942,Barataria,2019,0.6666666666666666
Brown Shrimp,weighted,29.675,-89.44167,Pontchartrain,2016,1
Brown Shrimp,weighted,29.68,-91.59333,Vermilion-Teche,1986,0.5
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1986,1
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1987,0.8333333333333334
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1988,0.75
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1989,1
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1990,1
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1991,0.9
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1992,0.9
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1993,0.7
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1994,0.75
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1995,0.9230769230769231
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1996,0.8333333333333334
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1997,0.8125
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1998,0.875
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,1999,0.8125
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2000,0.75
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2001,0.875
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2002,0.9333333333333333
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2003,0.8
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2004,0.875
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2005,0.8571428571428571
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2006,0.9090909090909091
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2007,0.7333333333333333
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2008,0.6875
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2009,0.8125
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2010,0.8666666666666667
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2011,0.9166666666666666
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2012,0.8888888888888888
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2013,1
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2014,0.8571428571428571
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2015,1
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2016,0.8181818181818182
Brown Shrimp,weighted,29.685,-92.13833,Vermilion-Teche,2017,1
